rank,tier,is_seed,title,year,venue,citations,cites_per_year,task,zs_claim,doi,arxiv,url,query_sets,sources,abstract
69,T3 end-to-end VLA / video policies,False,SLAM and Autonomous Navigation Optimization for Unstructured Environments: A Simulation Study Based on End-to-End Multimodal Fusion Algorithms,2026,Applied and Computational Engineering,0,0.0,,,10.54254/2755-2721/2026.gu33953,,https://www.semanticscholar.org/paper/9e32cd33cc562e28c389d51166fcc1c01c9c19f6,core,openalex|s2,"Unstructured Environments are dynamic and unpredictable; therefore, Autonomous Navigation for mobile robots must be robust. Addressing the problems of error coupling between the SLAM and navigation modules and poor environmental adaptability of traditional hierarchical navigation systems, this paper proposes an integrated SLAM and autonomous navigation algorithm based on end-to-end multimodal fusion, and verifies its performance with publicly available simulation data and literature findings. The algorithm first fuses heterogeneous data from LiDAR and visual sensors to extract environmental features and build a real-time map; secondly, it constructs a lightweight multimodal large-scale model that converts environmental perception features, robot pose information, and natural language navigation commands into unified feature representations, and directly outputs motion control commands; finally, it adds a geometric safety correction mechanism and an online replanning strategy to reduce collision risk and spatial-temporal alignment problems in the end-to-end algorithm. Comparative analysis with the traditional hierarchical algorithm (APF-RRT*) and existing end-to-end methods (VLA) in unstructured scenario experimental data from the Gazebo simulation platform shows that the proposed algorithm performs better: it has a 15.3% higher navigation success rate, reduced path curvature variance by 28.7%, and a real-time processing latency of ≤50ms; thus, it effectively addresses the com"
70,T3 end-to-end VLA / video policies,False,UAV-VLA: Multimodal Vision-Language-Action Pretraining for Autonomous Drone Navigation,2026,Zenodo (CERN European Organization for Nuclear Research),0,0.0,aerial,,10.5281/zenodo.20313605,,https://openalex.org/W7161829627,recall,openalex,"Vision-Language-Action (VLA) models have recently demonstrated strong generalization capabilities in robotic manipulation by integrating multimodal perception, semantic reasoning, and action generation within unified transformer-based architectures. However, existing VLA systems primarily focus on ground-based manipulation tasks and remain limited in aerial embodied navigation scenarios, where unmanned aerial vehicles (UAVs) must operate under dynamic motion constraints, partial observability, and real-time control requirements. In this paper, we present UAV-VLM-NAV, a unified Vision-Language-Action framework for semantic UAV navigation that integrates visual perception, language grounding, temporal action modeling, and simulation pretraining into a single multimodal architecture. The proposed framework combines CLIP-based visual-language encoding, temporal transformer reasoning, action tokenization, and multi-objective learning to enable language-conditioned UAV trajectory generation and long-horizon semantic navigation. To improve generalization and scalability, we further introduce a simulation pretraining pipeline based on AirSim that automatically generates multimodal trajectory datasets containing RGB observations, UAV states, language instructions, semantic goal representations, and action sequences. Additionally, we formulate a multi-objective training strategy that jointly optimizes action prediction, semantic alignment, temporal smoothness, and autoregressive action"
71,"T4 benchmarks, datasets, simulators",False,MMT-Bench: A Comprehensive Multimodal Benchmark for Evaluating Large Vision-Language Models Towards Multitask AGI,2024,International Conference on Machine Learning,209,69.7,,,10.48550/arXiv.2404.16006,2404.16006,https://www.semanticscholar.org/paper/10d3c1cfb98f4e547f579a30b31f2361297983f1,recall,arxiv|openalex|openreview|s2,"Large Vision-Language Models (LVLMs) show significant strides in general-purpose multimodal applications such as visual dialogue and embodied navigation. However, existing multimodal evaluation benchmarks cover a limited number of multimodal tasks testing rudimentary capabilities, falling short in tracking LVLM development. In this study, we present MMT-Bench, a comprehensive benchmark designed to assess LVLMs across massive multimodal tasks requiring expert knowledge and deliberate visual recognition, localization, reasoning, and planning. MMT-Bench comprises $31,325$ meticulously curated multi-choice visual questions from various multimodal scenarios such as vehicle driving and embodied navigation, covering $32$ core meta-tasks and $162$ subtasks in multimodal understanding. Due to its extensive task coverage, MMT-Bench enables the evaluation of LVLMs using a task map, facilitating the discovery of in- and out-of-domain tasks. Evaluation results involving $30$ LVLMs such as the proprietary GPT-4V, GeminiProVision, and open-sourced InternVL-Chat, underscore the significant challenges posed by MMT-Bench. We anticipate that MMT-Bench will inspire the community to develop next-generation multimodal foundation models aimed at achieving general-purpose multimodal intelligence."
72,"T4 benchmarks, datasets, simulators",False,CogNav: Cognitive Process Modeling for Object Goal Navigation with LLMs,2025,2025 IEEE/CVF International Conference on Computer Vision (ICCV),58,29.0,ObjectNav,,10.1109/iccv51701.2025.00891,2412.10439,https://doi.org/10.1109/iccv51701.2025.00891,recall,arxiv|crossref|dblp|openalex|s2,"Object goal navigation (ObjectNav) is a fundamental task in embodied $A I$, requiring an agent to locate a target object in previously unseen environments. This task is particularly challenging because it requires both perceptual and cognitive processes, including object recognition and decision-making. While substantial advancements in perception have been driven by the rapid development of visual foundation models, progress on the cognitive aspect remains constrained, primarily limited to either implicit learning through simulator rollouts or explicit reliance on predefined heuristic rules. Inspired by neuroscientific findings demonstrating that humans maintain and dynamically update fine-grained cognitive states during object search tasks in novel environments, we propose CogNav, a framework designed to mimic this cognitive process using large language models. Specifically, we model the cognitive process using a finite state machine comprising fine-grained cognitive states, ranging from exploration to identification. Transitions between states are determined by a large language model based on a dynamically constructed heterogeneous cognitive map, which contains spatial and semantic information about the scene being explored. Extensive evaluations on the HM3D, MP3D, and RoboTHOR benchmarks demonstrate that our cognitive process modeling significantly improves the success rate of ObjectNav at least by relative 14% over the state-of-the-arts."
73,"T4 benchmarks, datasets, simulators",False,Enhancing multimodal-input object goal navigation by leveraging large language models for inferring room–object relationship knowledge,2025,Advanced Engineering Informatics,12,6.0,ObjectNav,,10.1016/j.aei.2025.103135,2403.14163,https://doi.org/10.1016/j.aei.2025.103135,recall,arxiv|crossref|dblp|openalex|openreview|s2,"Object-goal navigation is a crucial engineering task for the community of embodied navigation; it involves navigating to an instance of a specified object category within unseen environments. Although extensive investigations have been conducted on both end-to-end and modular-based, data-driven approaches, fully enabling an agent to comprehend the environment through perceptual knowledge and perform object-goal navigation as efficiently as humans remains a significant challenge. Recently, large language models have shown potential in this task, thanks to their powerful capabilities for knowledge extraction and integration. In this study, we propose a data-driven, modular-based approach, trained on a dataset that incorporates common-sense knowledge of object-to-room relationships extracted from a large language model. We utilize the multi-channel Swin-Unet architecture to conduct multi-task learning incorporating with multimodal inputs. The results in the Habitat simulator demonstrate that our framework outperforms the baseline by an average of 10.6% in the efficiency metric, Success weighted by Path Length (SPL). The real-world demonstration shows that the proposed approach can efficiently conduct this task by traversing several rooms. For more details and real-world demonstrations, please check our project webpage (https://sunleyuan.github.io/ObjectNav)."
74,"T4 benchmarks, datasets, simulators",False,Co-NavGPT: Multirobot Cooperative Visual Semantic Navigation Using Vision Language Models,2026,IEEE Robotics and Automation Letters,6,6.0,,,10.1109/lra.2025.3645650,2310.07937,https://doi.org/10.1109/lra.2025.3645650,recall,arxiv|crossref|dblp|openalex|s2,"Visual target navigation is a critical capability for autonomous robots operating in unknown environments, particularly in human-robot interaction scenarios. While classical and learning-based methods have shown promise, most existing approaches lack common-sense reasoning and are typically designed for single-robot settings, leading to reduced efficiency and robustness in complex environments. To address these limitations, we introduce Co-NavGPT, a novel framework that integrates a Vision Language Model (VLM) as a global planner to enable common-sense multi-robot visual target navigation. Co-NavGPT aggregates sub-maps from multiple robots with diverse viewpoints into a unified global map, encoding robot states and frontier regions. The VLM uses this information to assign frontiers across the robots, facilitating coordinated and efficient exploration. Experiments on the Habitat-Matterport 3D (HM3D) demonstrate that Co-NavGPT outperforms existing baselines in terms of success rate and navigation efficiency, without requiring task-specific training. Ablation studies further confirm the importance of semantic priors from the VLM. We also validate the framework in real-world scenarios using quadrupedal robots."
75,"T4 benchmarks, datasets, simulators",False,"RoboTron-Nav: A Unified Framework for Embodied Navigation Integrating Perception, Planning, and Prediction",2025,2025 IEEE/CVF International Conference on Computer Vision (ICCV),8,4.0,ObjectNav,,10.1109/iccv51701.2025.00605,2503.18525,https://doi.org/10.1109/iccv51701.2025.00605,recall,arxiv|crossref|dblp|openalex|openreview|s2,"In language-guided visual navigation, agents locate target objects in unseen environments using natural language instructions. For reliable navigation in unfamiliar scenes, agents should possess strong perception, planning, and prediction capabilities. Additionally, when agents revisit previously explored areas during long-term navigation, they may retain irrelevant and redundant historical perceptions, leading to suboptimal results. In this work, we propose RoboTron-Nav, a unified framework that integrates perception, planning, and prediction capabilities through multitask collaborations on navigation and embodied question answering tasks, thereby enhancing navigation performances. Furthermore, RoboTron-Nav employs an adaptive 3D-aware history sampling strategy to effectively and efficiently utilize historical observations. By leveraging large language model, RoboTron-Nav comprehends diverse commands and complex visual scenes, resulting in appropriate navigation actions. RoboTron-Nav achieves an 81.1% success rate in object goal navigation on the CHORES-S benchmark, setting a new state-of-the-art performance."
76,"T4 benchmarks, datasets, simulators",False,Hydra-Nav: Object Navigation via Adaptive Dual-Process Reasoning,2026,arXiv.org,5,5.0,ObjectNav,,10.48550/arXiv.2602.09972,2602.09972,https://www.semanticscholar.org/paper/4a2fb87e7d860c144d16a34abf85452269aac3d6,recall,arxiv|dblp|openalex|openreview|s2,"While large vision-language models (VLMs) show promise for object goal navigation, current methods still struggle with low success rates and inefficient localization of unseen objects--failures primarily attributed to weak temporal-spatial reasoning. Meanwhile, recent attempts to inject reasoning into VLM-based agents improve success rates but incur substantial computational overhead. To address both the ineffectiveness and inefficiency of existing approaches, we introduce Hydra-Nav, a unified VLM architecture that adaptively switches between a deliberative slow system for analyzing exploration history and formulating high-level plans, and a reactive fast system for efficient execution. We train Hydra-Nav through a three-stage curriculum: (i) spatial-action alignment to strengthen trajectory planning, (ii) memory-reasoning integration to enhance temporal-spatial reasoning over long-horizon exploration, and (iii) iterative rejection fine-tuning to enable selective reasoning at critical decision points. Extensive experiments demonstrate that Hydra-Nav achieves state-of-the-art performance on the HM3D, MP3D, and OVON benchmarks, outperforming the second-best methods by 11.1%, 17.4%, and 21.2%, respectively. Furthermore, we introduce SOT (Success weighted by Operation Time), a new metric to measure search efficiency across VLMs with varying reasoning intensity. Results show that adaptive reasoning significantly enhances search efficiency over fixed-frequency baselines."
77,"T4 benchmarks, datasets, simulators",False,TopoNav: Topological Graphs as a Key Enabler for Advanced Object Navigation,2025,arXiv.org,13,6.5,ObjectNav,,10.48550/arXiv.2509.01364,2509.01364,https://www.semanticscholar.org/paper/698f2c76643d697a6e8e203ce83ec948c2b9d856,recall,arxiv|openalex|openreview|s2,"Object Navigation (ObjectNav) has made great progress with large language models (LLMs), but still faces challenges in memory management, especially in long-horizon tasks and dynamic scenes. To address this, we propose TopoNav, a new framework that leverages topological structures as spatial memory. By building and updating a topological graph that captures scene connections, adjacency, and semantic meaning, TopoNav helps agents accumulate spatial knowledge over time, retrieve key information, and reason effectively toward distant goals. Our experiments show that TopoNav achieves state-of-the-art performance on benchmark ObjectNav datasets, with higher success rates and more efficient paths. It particularly excels in diverse and complex environments, as it connects temporary visual inputs with lasting spatial understanding."
78,"T4 benchmarks, datasets, simulators",False,Distilling LLM Prior to Flow Model for Generalizable Agent's Imagination in Object Goal Navigation,2025,Neural Information Processing Systems,4,2.0,ObjectNav,,10.48550/arXiv.2508.09423,2508.09423,https://www.semanticscholar.org/paper/3005e70e2b84ee026a437574c289ffdffff0221e,recall,arxiv|crossref|dblp|openalex|openreview|s2,"The Object Goal Navigation (ObjectNav) task challenges agents to locate a specified object in an unseen environment by imagining unobserved regions of the scene. Prior approaches rely on deterministic and discriminative models to complete semantic maps, overlooking the inherent uncertainty in indoor layouts and limiting their ability to generalize to unseen environments. In this work, we propose GOAL, a generative flow-based framework that models the semantic distribution of indoor environments by bridging observed regions with LLM-enriched full-scene semantic maps. During training, spatial priors inferred from large language models (LLMs) are encoded as two-dimensional Gaussian fields and injected into target maps, distilling rich contextual knowledge into the flow model and enabling more generalizable completions. Extensive experiments demonstrate that GOAL achieves state-of-the-art performance on MP3D and Gibson, and shows strong generalization in transfer settings to HM3D. Codes and pretrained models are available at https://github.com/Badi-Li/GOAL."
79,"T4 benchmarks, datasets, simulators",False,E²BA: Environment Exploration and Backtracking Agent for Visual Language Object Navigation,2025,IEEE Transactions on Circuits and Systems for Video Technology,9,4.5,,,10.1109/tcsvt.2025.3531410,,https://doi.org/10.1109/tcsvt.2025.3531410,recall,crossref|openalex|openreview|s2,"Robot navigation in an unknown environment is a challenging task, due to the lack of spatial awareness and semantic understanding of the environment. Previous works predominantly relied on prior scene knowledge and semantic information, lacking generalization and transferability. This paper proposes an environment exploration and backtracking agent (E2BA) for visual language object navigation, which leverages the rich semantic prior knowledge and commonsense reasoning of large language models (LLMs) to explore the environment and find the object. By fusing LLM scores and spatial geometric costs using particle filters, we select a redefined optimal frontier as sub-goal for environment exploration. To avoid redundant exploration and paths, we design a backtracking discriminator to evaluate the state of the agent and determine the timing of backtracking triggering through a double-level cascade mechanism. Additionally, we design a random instruction fuzzy semantic guessing task to verify the application diversity of this method. Comprehensive experiments on the Habitat-Matterport 3D dataset show that our method achieves a success rate of 0.704, which is higher than the existing baseline method. This study explores the potential application of LLMs in environment exploration without the need for additional training and semantic supplementation."
80,"T4 benchmarks, datasets, simulators",False,CogDDN: A Cognitive Demand-Driven Navigation with Decision Optimization and Dual-Process Thinking,2025,Proceedings of the 33rd ACM International Conference on Multimedia,9,4.5,,,10.1145/3746027.3755832,2507.11334,https://doi.org/10.1145/3746027.3755832,recall,crossref|dblp|openalex|s2,"Mobile robots are increasingly required to navigate and interact within unknown and unstructured environments to meet human demands. Demand-driven navigation (DDN) enables robots to identify and locate objects based on implicit human intent, even when object locations are unknown. However, traditional data-driven DDN methods rely on pre-collected data for model training and decision-making, limiting their generalization capability in unseen scenarios. In this paper, we propose CogDDN, a VLM-based framework that emulates the human cognitive and learning mechanisms by integrating fast and slow thinking systems and selectively identifying key objects essential to fulfilling user demands. CogDDN identifies appropriate target objects by semantically aligning detected objects with the given instructions. Furthermore, it incorporates a dual-process decision-making module, comprising a Heuristic Process for rapid, efficient decisions and an Analytic Process that analyzes past errors, accumulates them in a knowledge base, and continuously improves performance. Chain of Thought (CoT) reasoning strengthens the decision-making process. Extensive closed-loop evaluations on the AI2Thor simulator with the ProcThor dataset show that CogDDN outperforms single-view camera-only methods by 15%, demonstrating significant improvements in navigation accuracy and adaptability. The project page is available at https://yuehaohuang.github.io/CogDDN/."
81,"T4 benchmarks, datasets, simulators",False,What You See Is What You Reach: Towards Spatial Navigation with High-Level Human Instructions,2026,AAAI Conference on Artificial Intelligence,6,6.0,,,10.1609/aaai.v40i15.38258,,https://www.semanticscholar.org/paper/7df648c4736633a7622d07fd6d502efb64ce9dd7,recall,openalex|openreview|s2,"Embodied navigation is a fundamental capability that enables embodied agents to effectively interact with the physical world in various complex environments. However, a significant gap remains between current embodied navigation tasks and real-world requirements, as existing methods often struggle to integrate high-level human instructions with spatial understanding. To address this gap, we propose a new task of embodied navigation called spatial navigation, which encompasses two key components: spatial object navigation (SpON) for object-specific guidance and spatial area navigation (SpAN) for navigating to designated areas. Specifically, SpON guides agents to specific objects by leveraging spatial relationships and contextual understanding, while SpAN focuses on navigating to defined areas within complex environments. Together, these components significantly enhance agents’ navigation capabilities, enabling more effective interactions in real-world scenarios. To support this task, we have generated a spatial navigation dataset consisting of 10K trajectories within the simulator. This dataset includes high-level human instructions, detailed observations, and corresponding navigation actions, providing a comprehensive resource to enhance agent training and performance. Building on the spatial navigation dataset, we introduce SpNav, a hierarchical navigation framework. Specifically, SpNav employs vision-language model (VLM) to interpret high-level human instructions and accura"
82,"T4 benchmarks, datasets, simulators",False,Bridging the Indoor-Outdoor Gap: Vision-Centric Instruction-Guided Embodied Navigation for the Last Meters,2026,arXiv.org,3,3.0,,,10.48550/arXiv.2602.06427,2602.06427,https://www.semanticscholar.org/paper/1f6681a2f4636c328292f8485086b2a8a3ab2bd3,recall,arxiv|dblp|openalex|openreview|s2,"Embodied navigation holds significant promise for real-world applications such as last-mile delivery. However, most existing approaches are confined to either indoor or outdoor environments and rely heavily on strong assumptions, such as access to precise coordinate systems. While current outdoor methods can guide agents to the vicinity of a target using coarse-grained localization, they fail to enable fine-grained entry through specific building entrances, critically limiting their utility in practical deployment scenarios that require seamless outdoor-to-indoor transitions. To bridge this gap, we introduce a novel task: out-to-in prior-free instruction-driven embodied navigation. This formulation explicitly eliminates reliance on accurate external priors, requiring agents to navigate solely based on egocentric visual observations guided by instructions. To tackle this task, we propose a vision-centric embodied navigation framework that leverages image-based prompts to drive decision-making. Additionally, we present the first open-source dataset for this task, featuring a pipeline that integrates trajectory-conditioned video synthesis into the data generation process. Through extensive experiments, we demonstrate that our proposed method consistently outperforms state-of-the-art baselines across key metrics including success rate and path efficiency."
83,T5 real robot / sim-to-real,False,SEEK: Semantic Reasoning for Object Goal Navigation in Real World Inspection Tasks,2024,Robotics: Science and Systems Conference,38,12.7,ObjectNav,,10.48550/arXiv.2405.09822,2405.09822,https://www.semanticscholar.org/paper/3dd1a5373aa3205bbd1f81c1383c25024f13d051,recall,arxiv|crossref|openalex|openreview|s2,"This paper addresses the problem of object-goal navigation in autonomous inspections in real-world environments. Object-goal navigation is crucial to enable effective inspections in various settings, often requiring the robot to identify the target object within a large search space. Current object inspection methods fall short of human efficiency because they typically cannot bootstrap prior and common sense knowledge as humans do. In this paper, we introduce a framework that enables robots to use semantic knowledge from prior spatial configurations of the environment and semantic common sense knowledge. We propose SEEK (Semantic Reasoning for Object Inspection Tasks) that combines semantic prior knowledge with the robot's observations to search for and navigate toward target objects more efficiently. SEEK maintains two representations: a Dynamic Scene Graph (DSG) and a Relational Semantic Network (RSN). The RSN is a compact and practical model that estimates the probability of finding the target object across spatial elements in the DSG. We propose a novel probabilistic planning framework to search for the object using relational semantic knowledge. Our simulation analyses demonstrate that SEEK outperforms the classical planning and Large Language Models (LLMs)-based methods that are examined in this study in terms of efficiency for object-goal inspection tasks. We validated our approach on a physical legged robot in urban environments, showcasing its practicality and effec"
84,T5 real robot / sim-to-real,False,"SysNav: Multi-Level Systematic Cooperation Enables Real-World, Cross-Embodiment Object Navigation",2026,IEEE Robotics and Automation Letters,5,5.0,ObjectNav,,10.1109/lra.2026.3713730,2603.06914,https://doi.org/10.1109/lra.2026.3713730,recall,arxiv|crossref|dblp|openalex|openreview|s2,"Object navigation (ObjectNav) in real-world environments is a complex problem that requires simultaneously addressing multiple challenges, including spatial structure complexity, long-horizon planning and semantic understanding. Recent advances in Vision-Language Models (VLMs) offer promising capabilities for semantic understanding, yet effectively integrating them into real-world navigation systems remains a non-trivial challenge. In this work, we formulate real-world ObjectNav as a system-level problem and introduce SysNav, a three-level ObjectNav system designed for real-world cross-embodiment deployment. SysNav decouples semantic reasoning, navigation planning and motion control to ensure robustness and generalizability. At the high-level, we summarize the environment into a structured scene representation and leverage VLMs to provide semantic-grounded navigation guidance. At the mid-level, we introduce a hierarchical room-based navigation strategy that reserves VLM guidance for room-level decisions, which effectively utilizes its reasoning ability while ensuring system efficiency. At the low-level, planned waypoints are executed through different embodiment-specific motion control modules. We deploy our system on three embodiments, a custom-built wheeled robot, the Unitree Go2 quadruped and the Unitree G1 humanoid, and conduct 190 real-world experiments. Our system achieves substantial improvements in both success rate and navigation efficiency. To the best of our knowle"
85,T5 real robot / sim-to-real,False,VL-Nav: Neuro-Symbolic Reasoning-based Vision-Language Navigation,2025,arXiv (preprint),11,5.5,,,10.48550/arxiv.2502.00931,2502.00931,https://www.semanticscholar.org/paper/17e3e542c85c065df1bbea2b77092c33d1c8498a,core,arxiv|openalex|openreview|s2,"Navigating unseen, large-scale environments based on complex and abstract human instructions remains a formidable challenge for autonomous mobile robots. Addressing this requires robots to infer implicit semantics and efficiently explore large-scale task spaces. However, existing methods, ranging from end-to-end learning to foundation model-based modular architectures, often lack the capability to decompose complex tasks or employ efficient exploration strategies, leading to robot aimless wandering or target recognition failures. To address these limitations, we propose VL-Nav, a neuro-symbolic (NeSy) vision-language navigation system. The proposed system intertwines neural reasoning with symbolic guidance through two core components: (1) a NeSy task planner that leverages a symbolic 3D scene graph and image memory system to enhance the vision language models'(VLMs) neural reasoning capabilities for task decomposition and replanning; and (2) a NeSy exploration system that couples neural semantic cues with the symbolic heuristic function to efficiently gather the task-related information while minimizing unnecessary repeat travel during exploration. Validated on the DARPA TIAMAT Challenge navigation tasks, our system achieved an 83.4% success rate (SR) in indoor environments and 75% in outdoor scenarios. VL-Nav achieved an 86.3% SR in real-world experiments, including a challenging 483-meter run. Finally, we validate the system with complex instructions in a 3D multi-floor sce"
86,T5 real robot / sim-to-real,False,SimWorld Studio: Automatic Environment Generation with Evolving Coding Agent for Embodied Agent Learning,2026,arXiv.org,3,3.0,,,10.48550/arXiv.2605.09423,2605.09423,https://www.semanticscholar.org/paper/7fdb2462ccca8648b9d4d558e776c3aa8be32db9,recall,arxiv|openalex|s2,"LLM/VLM-based digital agents have advanced rapidly thanks to scalable sandboxes for coding, web navigation, and computer use, which provide rich interactive training grounds. In contrast, embodied agents still lack abundant, diverse, and automatically generated 3D environments for interactive learning. Existing embodied simulators rely on manually crafted scenes or procedural templates, while recent LLM-based 3D generation systems mainly produce static scenes rather than deployable environments with verifiable tasks and standard learning interfaces. We introduce SimWorld Studio, an open-source platform built on Unreal Engine 5 for generating evolving embodied learning environments. At its core is SimCoder, a tool/skill-augmented coding agent that writes and executes engine-level code to construct physically grounded 3D worlds from language/image instructions. SimCoder self-evolves by using verifier feedback (e.g., compilation errors, physics checks, VLM critiques) to revise environments and autonomously add reusable tools and skills to its library. Generated worlds are exported as Gym-style environments for embodied agent learning. SimWorld Studio further enables co-evolution between environment generation and embodied learning: agent performance feedback guides SimCoder to generate adaptive curricula near the learner's capability frontier, so that environments become increasingly challenging as the embodied agent improves. Three case studies on embodied navigation show that "
87,T5 real robot / sim-to-real,False,VENTURA: Adapting Image Diffusion Models for Unified Task Conditioned Navigation,2025,arXiv.org,5,2.5,,,10.48550/arXiv.2510.01388,2510.01388,https://www.semanticscholar.org/paper/e0ee8202c9c260ccd03dc5443e202eb350726600,core,arxiv|openalex|s2,"Robots must adapt to diverse human instructions and operate safely in unstructured, open-world environments. Recent Vision-Language models (VLMs) offer strong priors for grounding language and perception, but remain difficult to steer for navigation due to differences in action spaces and pretraining objectives that hamper transferability to robotics tasks. Towards addressing this, we introduce VENTURA, a vision-language navigation system that finetunes internet-pretrained image diffusion models for path planning. Instead of directly predicting low-level actions, VENTURA generates a path mask (i.e. a visual plan) in image space that captures fine-grained, context-aware navigation behaviors. A lightweight behavior-cloning policy grounds these visual plans into executable trajectories, yielding an interface that follows natural language instructions to generate diverse robot behaviors. To scale training, we supervise on path masks derived from self-supervised tracking models paired with VLM-augmented captions, avoiding manual pixel-level annotation or highly engineered data collection setups. In extensive real-world evaluations, VENTURA outperforms state-of-the-art foundation model baselines on object reaching, obstacle avoidance, and terrain preference tasks, improving success rates by 33% and reducing collisions by 54% across both seen and unseen scenarios. Notably, we find that VENTURA generalizes to unseen combinations of distinct tasks, revealing emergent compositional cap"
88,T5 real robot / sim-to-real,False,A Visual Target Navigation Method for Quadrotor Based on Large Language Model in Unknown Environment,2026,Drones,1,1.0,,,10.3390/drones10020134,,https://doi.org/10.3390/drones10020134,recall,crossref|openalex|s2,"This paper proposes a novel Large Language Model (LLM)-based visual target navigation framework for quadrotors in unknown environments. Leveraging the semantic knowledge of LLMs, our method enables autonomous exploration based on natural language instructions. We design an intelligent planner using specialized prompt templates that operates in two phases: first, deriving global search sequences via probabilistic inference; second, dynamically generating sub-goal waypoints by fusing visual observations with statistical priors and LLM-derived scene relevance metrics. The quadrotor then executes a progressive search via path planning algorithms. Simulation results indicate that our fused method outperforms single-modality baselines by approximately 20%. Furthermore, physical flight experiments demonstrate success rates of 56% in Cross-layout and 48% in T-shaped layout scenarios. These results, while reflecting the inherent challenges of perceptual occlusion and planning uncertainty, validate the feasibility and potential of the proposed framework in real-world applications."
89,T5 real robot / sim-to-real,False,Asynchronous Speculative Decoding for Low-Latency Vision-Language Navigation,2026,"2026 7th International Conference on Computer Vision, Image and Deep Learning (CVIDL)",0,0.0,,,10.1109/cvidl70130.2026.11637972,,https://doi.org/10.1109/cvidl70130.2026.11637972,core,crossref|openalex|s2,"Vision-Language Models have significantly advanced deep learning applications in Vision-Language Navigation. However, deploying these massive models on embodied agents is strictly bottlenecked by severe inference latency. Traditional serial control paradigms force robots to wait for complete autoregressive generation, resulting in inefficient execution and elevated collision risks in dynamic environments. To address this challenge, we propose an Asynchronous Speculative Decoding framework tailored for real-time visual navigation. By decoupling the decision-making pipeline, our framework utilizes a lightweight model for high-frequency reactive exploration and a large-scale model for low-frequency global planning. To resolve the spatio-temporal misalignment inherently caused by asynchronous execution, we introduce an action-level prefix matching mechanism that dynamically verifies and aligns speculative physical trajectories with delayed global plans. Extensive experiments on standard benchmarks validate the efficacy of our method. Our framework significantly accelerates the inference process, reducing the average single-step latency from 1581 milliseconds to 353 milliseconds and achieving a 4.5-fold increase in the system control frame rate. Furthermore, this high-throughput architecture successfully maintains competitive navigation accuracy even across highly complex environments, effectively bridging the critical gap between the heavy computational demands of deep learning m"
90,T5 real robot / sim-to-real,False,Lidar-Vision-Language Semantic Map for Real-World Robot Navigation,2025,"Ubiquitous Positioning, Indoor Navigation, and Location Based Service",0,0.0,,,10.1109/UPINLBS68186.2025.11468442,,https://www.semanticscholar.org/paper/a8230dc92058f2617a531e16a67ae9b1292ca0ac,recall,openalex|s2,"Semantic navigation requires grounding language instructions into motion planning for robots. However, language-described goals often contain rich semantic information but lack precise geometric descriptions, creating a disconnect with robot navigation tasks. To bridge this gap, we propose a semantic navigation framework that reconstructs the physical environment and grounds language-based goals into detailed geometric representations suitable for robot navigation. To mitigate grounding noise in real-world environments, we introduce a cross-modal alignment strategy that fuses LiDAR point clouds (providing precise depth information) with RGB-D data (offering rich semantic but potentially noisy depth information). This approach constructs a unified map that integrates semantic, geometric, and contextual relationships, significantly improving navigation performance over RGB-D-based methods. Experiments conducted in real office environments demonstrate that our method enhances navigation success probability and accuracy in complex scenarios, providing a robust solution for real-world semantic navigation tasks."
91,T5 real robot / sim-to-real,False,Autonomous Drone Navigation with Natural Language Processing for Human-Centric Smart Manufacturing,2025,International Conference Robotics and Computer Vision,0,0.0,aerial,,10.1109/ICRCV67407.2025.11349154,,https://www.semanticscholar.org/paper/87d8ba824c7cd036fb6a739139da10776eb577bc,core,s2,"This paper introduces a natural language-driven navigation framework for autonomous drone operation in smart manufacturing environments. Unmanned Aerial Vehicles (UAVs) have great potential for tasks such as emergency response, infrastructure inspection, and warehouse logistics. However, their adoption remains limited in the real world due to challenges, including obstacle avoidance, trajectory planning, and the need for skilled human operators. Our proposed framework, “LUNASM” - LLM-based UAV Navigation Architecture for Smart Manufacturing, combines Natural Language Processing (NLP), path planning, and obstacle avoidance. The system is implemented within the Robot Operating System (ROS) and simulated in the Gazebo simulation environment. Users send natural language commands that are processed through OpenAI’s API and converted into safe, executable flight paths. The system effectively creates accurate waypoint-based navigation paths while modeling realistic flight dynamics and drone physics. Experimental results demonstrate a 95.7% accuracy in command interpretation and a 79% success rate in executing complex navigation tasks, including zone-based navigation and multi-step instructions."
